ASIN,Name,20171,20172,2018,,2019 Q1,,2019 Q2,,July,Julym,August,Augustm,September,Septemberm,October,Octoberm,November,Novemberm,December,Decemberm,January,Januarym,February,Februarym,March,Marchm
ASIN,Item Name,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS
B01L1F9RRY,"CANARY: Flex Indoor Outdoor HD Security Camera | Weatherproof, Wire-free or Plug In, Works with Alexa | App Enabled Motion & Person Alerts (Front Porch, Door, Nursery, Backyard, Garage, Pool), White",2177,359133.82,1466,223867.27,285,41326.8,334,46732.74,149,19719.5,114,14452.57,129,16106.36,127,15280.68,142,16038.38,164,20481.43,171,20374.2,104,12128.52,61,7231.11
B078HGYKFF,"CANARY: View Indoor Security Camera 1080P HD Wide-Angle Lens | Motion Activated Alert Monitoring. ALEXA, iOS, Android, Google, (Pets, Grandparents, Baby, House Monitor), Black",0,0,11846,711535.52,3115,172507.66,3836,202251.74,2470,120651.39,1715,83023.73,1519,73705.58,1404,68075.43,1391,63432.41,1781,83001.99,1176,55640.85,969,46209.97,695,34300.58
B07BJGHCY7,"CasaCam VS1002 Wireless Security Camera System with 7"" Touchscreen and HD Spotlight Cameras, AC Powered (Spotlight 2-cam kit)",0,0,1267,257641.68,611,135075.19,263,57637.02,106,23018.19,142,25902.93,146,26207.25,102,20239.8,119,23543.92,212,36466.97,110,21856.23,99,19758.22,105,20912.82
B07P84YG61,"CasaCam VS802 Wireless Security Camera System with 7"" Touchscreen and HD Nightvision Cameras, AC Powered (2-cam kit)",0,0,0,0,0,0,554,105115.35,305,57451.36,224,42492.57,212,40046.24,255,46273.48,229,43376,413,73910.62,245,46444.99,217,41116.94,259,49102
B07CWS7N23,"CCTV Video Surveillance Security Stickers, Blue and White Octagon-Shaped, 3.3 X 3.3 Inch, Vinyl Decals - Indoor & Outdoor Use, UV Protected & Waterproof - 6 Labels",0,0,269,2143.29,76,623.66,89,711.07,27,218.84,43,342.72,80,640.19,80,627.49,70,552.76,100,798.07,37,293,84,667.04,64,532.42
B082KML438,"CKK Wireless Security Camera System with 2TB Hard Drive, H.265+ 8Channel 1080P HD NVR and 8PCS 2.0MP Weatherproof Home Video Surveillance WiFi Cameras with Night Vision,Motion Detection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1448.39,8,2934.94,10,3600.34
B0771HZPLT,"Clever Dog HD Pet Camera, Wifi Home Camera with Night Vision, SD Card Alarm Recording and Cloud Storage, Wide Angle, Two-way Audio, , AI Motion Alerts with iOS, Android App for Home/Baby/Pet Monitor",217,9521.4,2992,119203.13,419,13514.77,410,13531.02,167,5911.85,196,6866.28,149,5115.95,181,5780.98,120,4241.12,135,4739.4,126,3773.84,110,3515.93,76,2657.1
B07RQXWZPH,Cloud Mini Camera-CUSFLYX WiFi 1080P HD Camera Wireless Remote Live Video Motion Detection IR Night Version Nanny Pet Home Office Garage Sport Camera Security Monitor 150 ç Wide Angle for iOS/Android,0,0,0,0,0,0,70,3255.73,145,6697.11,290,13485.62,229,9759.69,259,11806.45,357,17121.22,291,14253.02,159,7976.74,161,7762.72,162,7293.21
B07V8MF2YB,"COOAU 4MP HD Home Security Camera, AI WiFi IP Pet Camera Wireless Baby Monitor with Face, Sound and Motion Detection, Motion Tracking, Night Vision, Two-Way Audio, Work with Cloud Service and Alexa",0,0,0,0,0,0,0,0,13,1060.76,305,23033.96,400,28610.27,425,29476.37,297,20743.34,168,10929.92,110,6227.11,125,5111.46,62,2858.41
B07WSF7BPQ,"COOAU 4MP HD Outdoor Security Camera, Bullet Surveillance 5dBi WiFi IP CCTV Camera, IP66 Waterproof with Night Vision, White Light, Motion Detection, Two-Way Audio, Support Cloud Service& Alexa",0,0,0,0,0,0,0,0,0,0,0,0,164,13097.66,482,38264.42,136,9631.18,170,10792.61,54,3070.03,78,3227.49,65,2567.14
B07Y8JWXVG,"COOAU Rechargeable Battery Powered Home Security Camera, Wireless 1080P HD Indoor/Outdoor WiFi Surveillance Camera, Waterproof, PIR Motion Detection, 2-Way Audio, Support Cloud & Micro SD Card Storage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,15052.53,408,32937.72,529,38893.29,140,10871.26,72,5245.88,49,3956.04
B084H3NCXB,"Cop Spy Cam As Seen On TV - SendCord Hidden Baby Monitor, Nanny Cam in Toy - 1080P Hidden Body Camera - Mini Action Camera - Pet Collar Camera - Car Surveillance Cam (Black)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,375.69,66,1325.3
B07MGGVNFH,"CPVAN Indoor Camera WiFi 720P Baby Monitor Security Camera Wireless IP Camera with Two Way Audio, Motion Detection, Night Vision Camera for Home Pet Monitor with iOS Android App",0,0,0,0,0,0,2,60.98,37,894.47,21,596.74,20,515.09,13,313.18,7,171.03,3,80.06,1,24.25,8,163.21,24,467.34
B07YF9NGFR,"CrazyFire 6L Automatic Cat Feeder,Automatic Dog Feeder with APP Control,1080P HD Camera,Motion Sensor Alarm,Live Video and Audio Communication,Programmable Automatic Pet Feeder for Cat,Dog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6839.47,76,11292.22,43,6336.05,33,4856.93
B07WW6PNYD,CROMINA Mini Spy Camera Wireless Hidden Home Apartment office Nanny Cam Cars Indoor Outdoor WiFi Security 1080P Night Vision Motion Detection Live Streaming iPhone/Android Phone iPad PC Video Recorder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,333.94,167,6529.77
B07KK7M791,"Ctronics Security Camera Outdoor, 1080P WiFi IP Surveillance Camera, Wireless Bullet Camera with 110ç Wide View, Two-Way Audio, Instant Notification of Motion Detection, 98ft Night Vision, Black",0,0,330,22375.99,434,30138.66,198,12253.24,87,4701.04,35,2065.5,33,1935.77,29,1518.26,20,899.65,26,1176.12,27,1306.7,37,1813.01,16,789.09
B07PNNS2CQ,"CTVISON Indoor/Outdoor Battery Powered Security Camera,Wireless Rechargeable 6000mAh Home Surveillance WIFI Cam,Support 2-Way Audio,Night Vision w/PIR Motion Sensor & SD Slot, CCTV Video House Monitor",0,0,0,0,0,0,364,26844.98,452,32280.55,425,30043.23,374,27122.88,208,14583.28,117,7626.37,183,10448.85,59,3124.57,40,2831.61,1,79.46
B07MZW2FQ7,D-Link DCS-5025L HD Pan Tilt Wireless WiFi Day Night Cloud Surveillance Security Camera (Renewed),0,0,0,0,1,45.82,3,134.1,2,88.89,1,44.4,2,126.81,3,131.22,12,515.12,66,2615.16,139,5507.91,242,9689.14,228,9141.45
B07T82YGFC,"DADYPET Pet Camera, Baby Monitor, WiFi Camera, 1080P FHD Wireless IP Security Home Dome Camera with Night Vision/Two-Way Audio/Cloud Storage/Motion Detection",0,0,0,0,0,0,0,0,29,1015.07,16,564.84,33,1091.86,46,1398.33,108,2366.38,9,313.84,68,2708.21,173,7212.51,3,106.89
B06XSKGVN2,"DEFEWAY 16 Channel 1080P AHD Security Camera System,16 pcs 2.0MP Waterproof Surveillance Cameras Indoor Outdoor, Including 2TB HDD for 24/7 Recording, Remote Home Monitoring",27,17015.5,108,62594.35,112,56438.58,83,44474.98,28,14767.41,27,13423.46,18,9501.27,23,11194.93,0,0,0,0,0,0,0,0,0,0
B07X579Q29,"DEFEWAY 4 Channel Security Camera System, 5-in-1 5MP Lite Video Surveillance H.264+ DVR Recorder with 4pcs 1080P Indoor Outdoor Home Bullet Cameras with Night Vision, Motion Alert",0,0,0,0,0,0,0,0,0,0,0,0,1,121.04,15,1408.34,13,1476.88,11,1133.86,22,1676.03,27,2230.15,35,3300.13
B07D3RZSZ1,"Dericam 1080P Home Security Camera, WiFi Camera,Full HD 30fps Real time with an Additional 5dBi Powerful Antenna, Pan/Tilt Control, 4X Digital Zoom, Night Vision, 1080-P2, Black",0,0,279,16082.58,130,6502.71,130,6228.64,44,2015.45,47,2166.33,61,2808.05,46,2111.71,45,2038.8,128,5715.83,106,4731.17,97,4334.78,92,4115.77
B07CQQ373W,"Dericam HD Home Security Camera, Wireless WiFi Camera with an Additional 5db Powerful Antenna for Home Monitor, Pan/Tilt Control, 4X Digital Zoom, Night Vision, 720P-P1, Black",0,0,678,27189.94,168,6937.58,224,8708.96,99,3541.83,88,3168.63,31,1112.66,10,353.84,76,2705.04,36,1284.08,65,2335.03,73,2620.35,53,1891.04
B07D3RTVYL,"Dericam Home Camera, Pet Camera 1080P@30fps Full HD Real-time Home Security with an Additional 5db Powerful Antenna, Pan/Tilt Control, 4X Digital Zoom, Night Vision, 1080-P2, White",0,0,155,8929.11,83,4165.57,85,4085.37,28,1298.62,24,1096,25,1150.68,0,0,0,0,0,0,0,0,0,0,0,0
B07K741NLW,"Dericam Home Security Camera,1080P Full HD WiFi IP Security Camera with Stylish Appearance Design, Pan/Tilt Control, 4X Digital Zoom, Night Vision and Two-Way Audio, 2M-P2, White",0,0,5,274.95,36,1779.51,86,4055.85,27,1159.19,40,1690.89,69,2962.15,113,4850.11,20,860.17,0,0,0,0,0,0,0,0
B071HM5V39,"Dericam Home Security Camera,1080P Full HD WiFi IP Security Camera with Stylish Appearance Design, Pan/Tilt Control, 4X Digital Zoom, Night Vision and Two-Way Audio, P2 Black",1951,126291,54,3096.94,83,4080.37,183,8465.5,53,2267.05,74,3179.41,13,555.28,2,82.39,2,94.99,1,42.67,0,0,0,0,0,0
B0716ZNTKS,"Despicable Me 3 - Minion Cam Hd Wi-Fi Surveillance Camera with Night Vision and 2-Way Talk, Yellow/Blue (MinionCam)",2026,76719.4,3192,102240.67,674,22981.63,1464,43709,741,20313.57,321,9219.42,253,7535.69,159,4903.85,108,3297,105,3208.02,223,6243.42,233,6454.58,178,4928.96
B07XC2BYL5,"DEYAN pet Camera, WiFi Dog Camera, 1080P pet Monitor, FHD Indoor cat Camera with Night Vision Motion Tracking and Sound Detection 2-Way Audio Cloud Service",0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,3773.91,135,5360.48,157,6267.27,39,1567.32,23,904.98,18,720.9
B072LDVDFW,Digital Color Gift Box Package Pet Collar Cam Camera DVR Video Recorder Monitor For Dog Cat Puppy Black (without TF card),24,719.39,110,3570.99,32,1016.38,51,1748.37,19,663.91,21,726.54,19,654.04,17,581.2,24,775.93,33,1075.23,10,334.67,10,325.87,8,281.83
B00CL3JTRO,Digital Pet Collar Cam Camera DVR Video Recorder Monitor For Dog Cat Puppy Black,282,7860.4,133,3925.49,31,1029.04,22,733.25,5,159.17,5,160,6,187.05,8,251.05,6,192,11,350.81,12,392.78,8,254.5,6,190.38
B07ZGM9SCD,"Doenssi Wireless Security Camera 1080P HD IP Indoor WiFi Pan/Tilt Camera with Night Vision Motion & Sound Detection Two Way Audio MicroSD Cloud Storage for Baby, Pet, Elder, Home Surveillance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,3112.79,170,5105.89,97,2919.84,59,1808.35,52,1558.9
B07T71Q758,"Dog Camera - 1080P FHD Indoor Camera with Human Detection, Pet Camera Alexa Compatible, Dog Camera with Phone App with Speaker, Cloud Storage 24s Smart-Clip, Night Vision Cat Camera Monitor",0,0,0,0,0,0,0,0,166,7649.07,476,23235.17,219,10916.62,110,5073.88,90,3457.9,39,1482.25,0,0,0,0,0,0
B07TTGKGY4,"Dog Camera - 1080P FHD Pet Camera with Phone App, Pan/Tilt/Zoom Home Camera with 2-Way Audio, AI Human Detection, Night Vision, Cloud Storage/TF Card Work with Alexa Indoor WiFi Security Camera?2Pack?",0,0,0,0,0,0,0,0,9,795.21,145,13697.13,225,19513.58,93,8150.25,28,2169.52,299,20109.96,210,12529.37,158,10000.51,76,4856.84
B07PGD2BZS,"Dog Camera - 1080P FHD Pet Camera with Phone App, Pan/Tilt/Zoom Home Camera with 2-Way Audio, AI Human Detection, Night Vision, Cloud Storage/TF Card, Work with Alexa Indoor WiFi Security Camera",0,0,0,0,0,0,1154,58309.59,1053,45131.27,153,7681.17,68,3397.15,30,1292.16,32,1239.56,24,802.17,0,0,0,0,0,0
B07T6991LV,"Dog Camera - 1080P Indoor Security Camera with AI Human Detection, Wireless PTZ Camera, Cloud Storage 24-Seconds Smart Clips, 2 Way Audio, Night Vision, Pet Camera, Security Camera Work with Alexa",0,0,0,0,0,0,0,0,206,9493.32,630,31051.45,242,11824.74,116,5418.95,33,1364.02,104,3202.19,0,0,0,0,0,0
B07S94CKPX,"Dog Camera - 1080P Pet Camera with Phone App, Pan/Tilt/Zoom Home Camera with 2-Way Audio, AI Human Detection, Night Vision, Cloud Storage/TF Card, Compatible with Alexa, Camera for Pets/Baby (2 Pack)",0,0,0,0,0,0,0,0,317,25809.31,168,15906.37,88,6534.42,63,5490.36,38,2745.93,532,31293.66,430,25648.21,0,0,0,0
B07XT15VX9,"Dog Camera - 1080P Pet Camra with Two Way Audio, AI Human Detection, Cloud Storage 24-Seconds Smart Clips, Night Vision, Compatible with Alexa, Indoor Camera with Audio and APP, Camera for Pet/Baby",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.97,5,245.22
B07D278QQC,"Dog Camera - TENVIS 1080P Pet Camera with Phone App Speaker, Wireless HD Baby Monitor Camera with Motion Detection, 2-Way Audio, Night Vision, WiFi Home Security Camera with iOS & Android APP",0,0,0,0,0,0,528,26389.39,664,33699,740,37392.52,519,25951.55,451,20533.27,1024,40380.07,753,30107.94,409,16265.34,389,15548.65,251,10979.76
B0811NJ7MC,"Dog Camera 3MP Pet Wi-Fi Camera, COOAU 1536P Baby Monitor 360 Pan/Tilt/Zoom Indoor Wireless IP Camera with AI Smart Motion/Sound/Face Detection, Night Vision, Two-Way Audio, Work with Alexa (White)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1256.89,102,4812.79,196,8970.28,115,5301.03
B07H56NG1K,Dog Camera WiFi Pet Camera FHD Indoor Cat Camera TOOGE 2 Way Audio Night Vision Motion Alarm,0,0,630,26391.42,211,8801.8,45,1901.35,135,5641.88,1,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0816FJ8WD,"Dog Camera, Home Security Camera Wireless with AI Human Detection, Pet Baby Monitor 1080P WiFi Camera IP Indoor, 2-Way Audio & Night Vision, Pan/Tilt/Zoom, Android, iOS App",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1115.7,134,3790.86,67,2026.5,26,770.99,29,915.89
B082FC5TQH,"Dog Camera, Pet Camera with Interactive Laser Toy Wireless Baby Monitor FHD 1080P WiFi Enabled Cat Camera 360ç Indoor Security¾Camera 160çWide Angle 2-Way Audio Night Vision Sound Motion Alert for Pet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2807.4,78,4678.06,71,4047.92
B07CQ4P2HR,Dog Monitor Camera Monitor Check On Your Pet from Anywhere Any Time Pan Tilt The Camera from Your Smart Phone Dog Cameras with Phone App Two Way Audio HD Indoor WiFi IP Camera 2.4ghz Not 5g,0,0,512,21614.97,512,22343.99,137,6662.36,181,8082.01,166,7410.19,23,1195.96,61,2739.6,76,3376.16,202,9088.83,55,2442.93,32,1415.47,7,309.52
B07Z4D6LTP,"Dog Pet Camera, Cat WiFi IP Camera, HD 1080P Wifi Pet Camera Indoor Security Pet Monitor Dog Camera with Night Vision 2 Way Audio Motion Detection, Home Baby Monitor Nanny Cam with Smart Pan/Tilt/Zoom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,352.38,7,240.33,6,190.38,0,0
B07YD4XHFC,"Dog Pet Camera, Nooie 1080P FHD WiFi Camera Wireless Security Camera Baby Monitor 360 Degree IP Indoor Camera with Motion & Sound Detection, Super IR Night Vision, Two-Way Audio, Works with Alexa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,12616.49,313,15577.92,322,16110.56,172,8555
B07JVRLYJ6,"DOGNESS Automatic WiFi Dog/Cat Smart Camera Feeder - 6.5Lbs Large Capacity App Control Food Dispenser with WiFi, Portion Control, Voice Recording, Camera, Timer Programmable - Dark Blue",0,0,3,482.97,118,20876.09,60,10316.22,16,2668.6,26,4261.17,47,7406.35,53,8925.71,59,9943.7,57,9220.05,51,8580.33,59,10021.98,3,481.31
B07MXDMPHX,"DOGNESS Dog Camera Treat Dispenser,HD Video WiFi Pet Camera with 2-Way Audio and Night Vision,Monitor Your Dogs and Cats",0,0,0,0,33,4827.01,237,34582.44,34,4980,37,5367.92,24,3531.06,0,0,3,420,3,408.54,4,584.5,0,0,1,59.24
B07JDCCM1W,"DOGNESS Pet Treat Dispenser with Camera, Monitor Your Pet Remotely with HD Video, Two-Way Audio, Night Vision, for Dogs and Cats (White)",0,0,2,298,57,8235.59,52,6232.84,22,3227.74,36,4530.01,11,1552.36,9,1296,12,1732.25,67,9366.33,10,1481.31,10,1409.55,14,1965.43
B07VX5TQ5Z,"Dome Surveillance Camera,1080P Wireless Home Security Camera with Night-Vision Indoor Outdoor Camera for Baby Elder Pet Monitor (Black)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5.01,0,0,19,111.26,19,144.97
B07K7XZ4NT,DophiGo 1080P Dome 360 Wireless Baby Monitor Safety Auto Tracking Home Security Surveillance IP Cloud Cam Night Vision Camera (2 Pack Camera),0,0,1492,90308.18,3053,180262.13,2416,145610.56,342,20655.5,423,22844.31,555,28739.21,438,26083.3,520,28267.11,351,19723.2,244,12320.14,179,8927.96,162,8116.24
B0789HH6GT,"Dr. Feeder 4.5L Smart HD Camera Feeder for Video and Audio Communication, Automatic Pet Feeder for Cats and Dogs, APP Controlled Food Dispenser Through Wi-Fi, Yellow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1307.02,28,2820,18,1921.21
B07MWBS99W,DSafer WiFi Camera 1080P Pan Tilt Zoom 360 Degree Wireless IP Camera with Motion Detection Night Vision 2 Way Audio Indoor Home Security Cloud Camera for Baby/Kids/Pets/Elder Monitor,0,0,0,0,77,2791,140,4599.23,9,319.58,9,326.69,1,33.88,0,0,3,113.13,6,220.59,0,0,1,36.71,0,0
B072QB5G35,"Ebitcam 1080P HD IP Camera,WiFi Baby Monitor with Two-Way Audio,Pan/Tilt/Zoom,Night Vision,Motion Alarm,Remote Real-time Monitoring,Cloud Storage,Compatible Alexa",126,7058.75,293,13655.5,215,9143.29,417,16699.28,428,15622.02,146,5793.74,101,4007.76,97,3503.16,88,3329.49,70,2626.89,105,3440.52,56,2230.38,57,2267.5
B071WK4BMD,"Ebitcam Smart Home WiFi Camera,Pan/Tilt/Zoom Remote Monitor, Night Vision, Two-Way Audio, Motion Alarm, Available for iOS/Android/PC,Cloud Service Available,Work with Alexa",467,17714.24,751,25182.99,330,10873.78,495,15528.8,405,13328.12,93,3101.81,65,2129.19,64,1992.78,99,3035.77,139,3880.56,140,3553.48,93,2797.99,94,2835.91
B07FQVJHDQ,"eFamily | 1080p Wireless IP Dome Camera System for Home Security | Night Vision, Live View, Motion Detection & Alarm | Baby & Pet Monitor | Mobile App Control",0,0,53,1639.29,7,220.48,12,333.08,9,214.65,2,45.9,7,158.66,4,78.05,4,79.8,7,144.88,9,178.18,9,178.14,4,79.17
B077GSZ1DZ,"Emerson WiFi Baby Monitor/Pet Nanny Camera, Two Way Audio, Night Vision, Temperature Monitor, Pan/Tilt, Motion Detection, HD, 1080P, White (ER108002)",0,0,376,18736.78,53,2781.64,64,2532.35,32,1464.63,12,656.05,11,516.2,12,521.64,12,486.86,15,554.99,19,709.63,7,254.73,10,347.43
B07GXFGLJR,"ESHOWEE Wireless Dome IP, 1080P WiFi Security Surveillance Camera for Home/Office/Baby/Nanny/Pet Monitor,Pan/Tilt/Zoom Motion Detection,Night Vision Two-Way Audio",0,0,0,0,0,0,0,0,9,373.17,23,590.61,7,251.93,0,0,0,0,0,0,0,0,0,0,0,0
B07SKR5Z6K,"EsiCam Baby Monitor WiFi Camera Nanny Camera for Smart Phone, Toy Panda for Kids Pet Care HD Pan Tilt Motion Detection Alarm Recording Two-Way Audio Night Vision SD Card P2P Cloud Account (1080p)",0,0,0,0,0,0,1,49,8,449.67,1,44.93,1,49,4,191.93,0,0,3,146,2,97.29,3,146.09,1,47.79
B07DLVQNTM,"eufy Security by Anker, eufyCam E Wireless Home Security Camera System, 365-Day Battery Life, HD 1080p, IP65 Weatherproof, Night Vision, Compatible with Amazon Alexa, 3-Cam Kit, No Monthly Fee",0,0,0,0,97,54091.56,377,185957.38,497,186851.9,46,23948.82,197,98413.9,220,109349.13,342,140495.66,1054,366242.45,487,193576.58,661,231052.24,485,181272.39
B07X41CXJ7,"eufy Security eufyCam 2C Wireless Home Security Add-on Camera, Requires HomeBase 2, 180-Day Battery Life, HomeKit Compatibility, 1080p HD, No Monthly Fee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3418.02,241,22612.39,516,47200.35,829,73394.87,847,81097.89
B07T63RG2S,"EVERSECU 720P Security Camera with Smart Night Vision/Auto Tracking/Ptz/Two-Way Audio, 2.4GHz Wireless Home Surveillance IP Camera for Baby/Elder/Pet/Nanny Monitor, Cloud Service/Microsd Support",0,0,0,0,0,0,0,0,52,1064.53,91,1827.18,37,756.06,0,0,0,0,0,0,0,0,0,0,1,19.83
B075CGZJLJ,Eyoyo 12 inch HD 1920x1080 IPS LCD HDMI Monitor Screen Input Audio Video Display with BNC Cable for PC Computer Camera DVD Security CCTV DVR Home Office Surveillance,39,5131.28,1133,153723.35,284,37514.1,415,53501.02,153,19696.68,111,14348.42,130,16719.93,140,17953.92,112,14543.36,78,10062.92,97,12477.83,125,16510.8,99,13258.81
B07WPXXQPY,EZVIZ C1C 1080p - New Indoor WiFi Security Camera Smart Motion Detection Zone Full Duplex Two-Way Audio 40ft Night Vision 2.4GHz WiFi Supports MicroSD Card up to 256GB,0,0,0,0,0,0,0,0,0,0,0,0,1,39.99,64,2535.95,421,10148.68,2413,47931.18,1240,29052.26,1152,28782.21,892,22245.28
B07CXT8L4J,EZVIZ Indoor Security Camera 1080p FHD Motion Alert Night Vision Baby/Pet/Elder Monitoring 135ç Wide Angle 2.4G Wi-Fi 2-Way Audio Smart Home IPC Works with Alexa Google IFTTT iOS Android App BK CTQ2C,0,0,870,34827.46,782,31379.23,833,33429.5,276,10501.11,160,6374.62,153,6024.58,164,6561.99,345,13768.35,422,16817.54,124,4978.49,90,3606.79,59,2053.9
B07DLL27N7,EZVIZ Indoor Wi-Fi Security Camera HD IPC Compatible with Alexa Google Home IFTTT 2.4G WiFi 25ft Night Vision¾Motion Detection Alert Baby/Pet Monitoring 111ç Wide Angle Two-Way Audio White CTQ2C,0,0,1839,52644.24,881,26564.6,515,15550.16,299,8181.43,204,6137.26,189,5703.04,252,7602.62,341,10139.06,420,12618.69,265,7990.83,152,4528.99,141,4293.31
B07DLMYH55,EZVIZ Outdoor Security Camera Surveillance IP66 Weatherproof 100ft Night Vision Strobe Light and Siren Alarm 2.4G Wi-Fi/WiredTwo-Way Audio Works with Alexa Google Home IFTTT iOS Android App 2.8mm Lens,0,0,716,41769.27,253,15216.49,527,31494.98,165,8906.18,105,6313.86,263,15769.02,420,25088.54,528,31548.51,1260,61264.58,257,15369.79,149,8867.93,183,10872.53
B07DLTKZCW,EZVIZ Pan/Tilt Camera 1080p 360ç Rotating Dome Security Surveillance Night Vision Auto Motion Tracking Pet Baby Monitor Two Way Audio Works with  Alexa WiFi 2.4G Only WH CTQ6Tc,0,0,791,53874.77,294,20702.33,267,17624.29,124,7756.69,70,4947.48,104,7277.47,75,5274.94,152,9512.91,196,12443.38,105,7395.98,110,7720.04,29,2053.52
B07CXW9SQP,EZVIZ Pan/Tilt/Zoom Camera 1080p IP Dome Security Surveillance System Night Vision Auto Motion Tracking Pet Baby Monitor Two Way Audio Compatible with Alexa WiFi 2.4G Only BK CTQ6C,0,0,553,30556.59,641,32211.65,524,26389.38,307,13819.4,148,7447.3,179,8957.96,151,7598.09,209,10367.16,420,20978.01,111,5588.63,85,4236.1,65,2580.3
B07L9CM2PF,EZVIZ Pan/Tilt/Zoom Indoor Smart Home Camera Night Vision Motion Detection Auto Tracking Security Baby/Elder/Pet/Nanny Monitor Cloud Storage 2-Way Audio Compatible with Alexa WiFi 2.4G Only WH CTQ6C,0,0,0,0,0,0,27,1079.73,47,1699.55,82,3289.85,151,6025.54,215,8558.47,239,9520.14,511,18626.82,172,6929.99,119,4767.62,56,2012.17
